service_id,nom,description,type,university_id,date_creation
4067,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,16,1979-10-06
4068,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,License,24,1986-07-25
4069,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,87,2021-05-18
4070,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,87,2011-08-05
4071,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Master,58,2022-02-22
4072,Électronique,"Formation en conception, fabrication et maintenance de machines",Doctorat,56,2021-01-03
4073,Génie Civil,Formation en conception et gestion de structures civiles,Doctorat,63,2017-07-30
4074,Électronique,Formation en conception et gestion des systèmes électroniques,Master,40,1991-12-13
4075,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,80,2022-03-15
4076,Électronique,Formation en conception et gestion de structures civiles,Master,13,1984-09-16
4077,Informatique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,46,1984-09-02
4078,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,7,2022-11-03
4079,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,82,2024-03-22
4080,Génie Industriel,Formation en conception et gestion des systèmes électroniques,License,22,1995-11-30
4081,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,56,1980-05-24
4082,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,44,2009-08-22
4083,Informatique,Formation en conception et gestion des systèmes électroniques,Master,62,2007-03-21
4084,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Doctorat,53,2013-02-20
4085,Informatique,Formation en conception et gestion des systèmes électroniques,Doctorat,21,1996-11-26
4086,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,83,2008-05-18
4087,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,6,1995-03-25
4088,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",License,62,1980-05-09
4089,Génie Industriel,Formation en conception et gestion de structures civiles,Master,14,2007-04-11
4090,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,89,1984-11-28
4091,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,56,1996-02-23
4092,Génie Civil,Formation en développement logiciel et systèmes informatiques,License,60,2004-09-18
4093,Mécanique,Formation en conception et gestion de structures civiles,Doctorat,84,1992-05-31
4094,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,27,1992-02-16
4095,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,27,2015-03-13
4096,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,78,2010-11-19
4097,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Master,92,1985-04-16
4098,Électronique,Formation sur la gestion et l'amélioration des processus industriels,License,5,2007-08-29
4099,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,96,2024-08-23
4100,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Master,24,2001-10-25
4101,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,58,2012-04-25
4102,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,79,2024-12-12
4103,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,27,1983-06-01
4104,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,2,2005-02-23
4105,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,91,2022-02-28
4106,Génie Civil,Formation en développement logiciel et systèmes informatiques,Doctorat,33,2021-01-19
4107,Télécommunications,Formation en conception et gestion de structures civiles,Doctorat,98,1978-05-25
4108,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,57,1996-07-26
4109,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,90,1990-09-05
4110,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,96,2000-08-13
4111,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Doctorat,1,2018-02-16
4112,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,96,1983-06-20
4113,Informatique,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,100,1995-07-13
4114,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,76,1980-12-13
4115,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Master,33,2011-04-30
4116,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,90,1988-07-23
4117,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Doctorat,91,1981-03-10
4118,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,35,2012-09-04
4119,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,32,1993-03-29
4120,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,11,2003-01-06
4121,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,18,2010-03-19
4122,Architecture,Formation en conception et gestion des systèmes électroniques,License,78,2015-04-30
4123,Télécommunications,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,37,2021-06-13
4124,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,16,2005-11-04
4125,Génie Industriel,Formation en conception et gestion de structures civiles,Master,90,2010-07-10
4126,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Doctorat,16,1982-11-13
4127,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,18,2006-09-18
4128,Électronique,Formation en conception et gestion de structures civiles,Master,75,1976-10-01
4129,Architecture,Formation en conception et gestion des systèmes électroniques,Doctorat,5,2000-04-15
4130,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,86,2018-06-04
4131,Génie Civil,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,55,2006-12-16
4132,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,51,2013-02-15
4133,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,License,80,1980-11-15
4134,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Master,52,1984-03-07
4135,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,70,2006-08-30
4136,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,68,1985-05-08
4137,Télécommunications,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,59,2003-10-23
4138,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,28,1976-04-28
4139,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,License,52,2021-10-16
4140,Génie Civil,Formation sur la gestion et l'amélioration des processus industriels,License,72,2017-12-12
4141,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,79,2021-05-23
4142,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,License,52,1995-07-08
4143,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,52,2016-06-01
4144,Génie Civil,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,94,2018-09-18
4145,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,License,92,1991-07-22
4146,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,96,1997-10-24
4147,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,7,1994-09-29
4148,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,83,2008-06-19
4149,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",License,56,2011-07-04
4150,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,53,2014-05-04
4151,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,56,2010-11-18
